Fri May 03 02:57:14 GMT+04:00 2013  [error] Left side ($phantoms) of '==' operation has null value. If a reference, it may not be in the context. Operation not possible. parserGenTemplates/CSharp/Nonterminal.ParserFunctionBody.cs.template [line 26, column 18]
Fri May 03 02:57:14 GMT+04:00 2013  [error] Left side ($phantoms) of '==' operation has null value. If a reference, it may not be in the context. Operation not possible. parserGenTemplates/CSharp/Nonterminal.ParserFunctionBody.cs.template [line 26, column 18]
Fri May 03 02:57:14 GMT+04:00 2013  [error] Left side ($phantoms) of '==' operation has null value. If a reference, it may not be in the context. Operation not possible. parserGenTemplates/CSharp/Nonterminal.ParserFunctionBody.cs.template [line 26, column 18]
Fri May 03 02:57:14 GMT+04:00 2013  [error] Left side ($phantoms) of '==' operation has null value. If a reference, it may not be in the context. Operation not possible. parserGenTemplates/CSharp/Nonterminal.ParserFunctionBody.cs.template [line 26, column 18]
Fri May 03 02:57:14 GMT+04:00 2013  [error] Left side ($phantoms) of '==' operation has null value. If a reference, it may not be in the context. Operation not possible. parserGenTemplates/CSharp/Nonterminal.ParserFunctionBody.cs.template [line 26, column 18]
Fri May 03 02:57:14 GMT+04:00 2013  [error] Left side ($phantoms) of '==' operation has null value. If a reference, it may not be in the context. Operation not possible. parserGenTemplates/CSharp/Nonterminal.ParserFunctionBody.cs.template [line 26, column 18]
Fri May 03 02:57:14 GMT+04:00 2013  [error] Left side ($phantoms) of '==' operation has null value. If a reference, it may not be in the context. Operation not possible. parserGenTemplates/CSharp/Nonterminal.ParserFunctionBody.cs.template [line 26, column 18]
Fri May 03 02:57:14 GMT+04:00 2013  [error] Left side ($phantoms) of '==' operation has null value. If a reference, it may not be in the context. Operation not possible. parserGenTemplates/CSharp/Nonterminal.ParserFunctionBody.cs.template [line 26, column 18]
Fri May 03 02:57:14 GMT+04:00 2013  [error] Left side ($phantoms) of '==' operation has null value. If a reference, it may not be in the context. Operation not possible. parserGenTemplates/CSharp/Nonterminal.ParserFunctionBody.cs.template [line 26, column 18]
Fri May 03 02:57:14 GMT+04:00 2013  [error] Left side ($phantoms) of '==' operation has null value. If a reference, it may not be in the context. Operation not possible. parserGenTemplates/CSharp/Nonterminal.ParserFunctionBody.cs.template [line 26, column 18]
Fri May 03 02:57:14 GMT+04:00 2013  [error] Left side ($phantoms) of '==' operation has null value. If a reference, it may not be in the context. Operation not possible. parserGenTemplates/CSharp/Nonterminal.ParserFunctionBody.cs.template [line 26, column 18]
Fri May 03 02:57:14 GMT+04:00 2013  [error] Left side ($phantoms) of '==' operation has null value. If a reference, it may not be in the context. Operation not possible. parserGenTemplates/CSharp/Nonterminal.ParserFunctionBody.cs.template [line 26, column 18]
Fri May 03 02:57:14 GMT+04:00 2013  [error] Left side ($phantoms) of '==' operation has null value. If a reference, it may not be in the context. Operation not possible. parserGenTemplates/CSharp/Nonterminal.ParserFunctionBody.cs.template [line 26, column 18]
Fri May 03 02:57:14 GMT+04:00 2013  [error] Left side ($phantoms) of '==' operation has null value. If a reference, it may not be in the context. Operation not possible. parserGenTemplates/CSharp/Nonterminal.ParserFunctionBody.cs.template [line 26, column 18]
Fri May 03 02:57:14 GMT+04:00 2013  [error] Left side ($phantoms) of '==' operation has null value. If a reference, it may not be in the context. Operation not possible. parserGenTemplates/CSharp/Nonterminal.ParserFunctionBody.cs.template [line 26, column 18]
Fri May 03 02:57:14 GMT+04:00 2013  [error] Left side ($phantoms) of '==' operation has null value. If a reference, it may not be in the context. Operation not possible. parserGenTemplates/CSharp/Nonterminal.ParserFunctionBody.cs.template [line 26, column 18]
Fri May 03 02:57:14 GMT+04:00 2013  [error] Left side ($phantoms) of '==' operation has null value. If a reference, it may not be in the context. Operation not possible. parserGenTemplates/CSharp/Nonterminal.ParserFunctionBody.cs.template [line 26, column 18]
Fri May 03 02:57:14 GMT+04:00 2013  [error] Left side ($phantoms) of '==' operation has null value. If a reference, it may not be in the context. Operation not possible. parserGenTemplates/CSharp/Nonterminal.ParserFunctionBody.cs.template [line 26, column 18]
Fri May 03 02:57:14 GMT+04:00 2013  [error] Left side ($phantoms) of '==' operation has null value. If a reference, it may not be in the context. Operation not possible. parserGenTemplates/CSharp/Nonterminal.ParserFunctionBody.cs.template [line 26, column 18]
Fri May 03 02:57:14 GMT+04:00 2013  [error] Left side ($phantoms) of '==' operation has null value. If a reference, it may not be in the context. Operation not possible. parserGenTemplates/CSharp/Nonterminal.ParserFunctionBody.cs.template [line 26, column 18]
Fri May 03 02:57:14 GMT+04:00 2013  [error] Left side ($phantoms) of '==' operation has null value. If a reference, it may not be in the context. Operation not possible. parserGenTemplates/CSharp/Nonterminal.ParserFunctionBody.cs.template [line 26, column 18]
Fri May 03 02:57:14 GMT+04:00 2013  [error] Left side ($phantoms) of '==' operation has null value. If a reference, it may not be in the context. Operation not possible. parserGenTemplates/CSharp/Nonterminal.ParserFunctionBody.cs.template [line 26, column 18]
Fri May 03 02:57:14 GMT+04:00 2013  [error] Left side ($phantoms) of '==' operation has null value. If a reference, it may not be in the context. Operation not possible. parserGenTemplates/CSharp/Nonterminal.ParserFunctionBody.cs.template [line 26, column 18]
Fri May 03 02:57:14 GMT+04:00 2013  [error] Left side ($phantoms) of '==' operation has null value. If a reference, it may not be in the context. Operation not possible. parserGenTemplates/CSharp/Nonterminal.ParserFunctionBody.cs.template [line 26, column 18]
Fri May 03 02:57:14 GMT+04:00 2013  [error] Left side ($phantoms) of '==' operation has null value. If a reference, it may not be in the context. Operation not possible. parserGenTemplates/CSharp/Nonterminal.ParserFunctionBody.cs.template [line 26, column 18]
Fri May 03 02:57:14 GMT+04:00 2013  [error] Left side ($phantoms) of '==' operation has null value. If a reference, it may not be in the context. Operation not possible. parserGenTemplates/CSharp/Nonterminal.ParserFunctionBody.cs.template [line 26, column 18]
Fri May 03 02:57:14 GMT+04:00 2013  [error] Left side ($phantoms) of '==' operation has null value. If a reference, it may not be in the context. Operation not possible. parserGenTemplates/CSharp/Nonterminal.ParserFunctionBody.cs.template [line 26, column 18]
Fri May 03 02:57:14 GMT+04:00 2013  [error] Left side ($phantoms) of '==' operation has null value. If a reference, it may not be in the context. Operation not possible. parserGenTemplates/CSharp/Nonterminal.ParserFunctionBody.cs.template [line 26, column 18]
Fri May 03 02:57:14 GMT+04:00 2013  [error] Left side ($phantoms) of '==' operation has null value. If a reference, it may not be in the context. Operation not possible. parserGenTemplates/CSharp/Nonterminal.ParserFunctionBody.cs.template [line 26, column 18]
